301	0   7811	0	0.807508	bm25
314	0	3210384	189	0.230966	bm25
314	0	940902200004	190	0.230933	bm25
314	0	1225890092	191	0.235	bm25
314	0	0316900061	192	0.229523	bm25
314	0	940000281	193	0.228344	bm25
314	0	3117033	194	0.228285	bm25
314	0	1129900168	195	0.228273	bm25
314	0	940523000038	196	0.228064	bm25
314	0	0615890034	197	0.227806	bm25
314	0	42623	198	0.227541	bm25
314	0	311303	199	0.227447	bm25
314	0	0525890044	200	0.227224	bm25
314	0	0609900142	201	0.227164	bm25
314	0	213601	202	0.227101	bm25
314	0	24450	203	0.227072	bm25
314	0	1005890072	204	0.227065	bm25
314	0	0429890093	205	0.226958	bm25
314	0	0304900091	206	0.226933	bm25
314	0	347159	207	0.226812	bm25
314	0	0215900062	208	0.226774	bm25
314	0	242564	209	0.226701	bm25
314	0	0315900018	210	0.226663	bm25
314	0	0924890051	211	0.226538	bm25
314	0	0890043	212	0.226372	bm25
314	0	0503900022	213	0.226236	bm25
314	0	234732	214	0.226146	bm25
314	0	0924890194	215	0.226141	bm25
314	0	229272	216	0.226114	bm25
314	0	1026890021	217	0.226112	bm25
314	0	0518900035	218	0.22611	bm25
314	0	0613900106	219	0.226049	bm25
314	0	249337	220	0.226027	bm25
314	0	24379	221	0.225969	bm25
314	0	0303890164	222	0.225965	bm25
314	0	940304000063	223	0.225868	bm25
314	0	2414533	224	0.225846	bm25
314	0	2114107	225	0.225792	bm25
314	0	212124	226	0.225673	bm25
314	0	0316890013	227	0.22564	bm25
314	0	221937	228	0.225632	bm25
314	0	12458	229	0.225628	bm25
314	0	232215	230	0.225601	bm25
314	0	218962	231	0.225555	bm25
314	0	2311483	232	0.225547	bm25
314	0	21750	233	0.225538	bm25
314	0	113029	234	0.225519	bm25
314	0	241287	235	0.225491	bm25
314	0	241129	236	0.225491	bm25
314	0	2410509	237	0.225475	bm25
314	0	223203	238	0.225475	bm25
314	0	49646	239	0.225468	bm25
314	0	4365	240	0.225467	bm25
314	0	941004100057	241	0.225466	bm25
314	0	1109890061	242	0.225452	bm25
314	0	2212464	243	0.225408	bm25
314	0	2211620	244	0.225406	bm25
314	0	2313928	245	0.225396	bm25
314	0	9900082	246	0.225385	bm25
314	0	325222	247	0.225381	bm25
314	0	2315151	248	0.225377	bm25
314	0	4070	249	0.2253	bm25
314	0	416042	250	0.225283	bm25
314	0	2314403	251	0.225282	bm25
314	0	327737	252	0.225279	bm25
314	0	0512890117	253	0.225251	bm25
314	0	722	254	0.225222	bm25
314	0	216242	255	0.225218	bm25
314	0	2411835	256	0.225187	bm25
314	0	0319890035	257	0.225186	bm25
314	0	0417890064	258	0.225178	bm25
314	0	56185	259	0.225168	bm25
314	0	0907890124	260	0.225147	bm25
314	0	11688	261	0.225144	bm25
314	0	0405900006	262	0.225105	bm25
314	0	316925	263	0.2251	bm25
314	0	941222000064	264	0.225063	bm25
314	0	0209890063	265	0.225015	bm25
314	0	27235	266	0.22501	bm25
314	0	0513900030	267	0.224959	bm25
314	0	218839	268	0.224853	bm25
314	0	40954	269	0.224836	bm25
314	0	940106100115	270	0.224799	bm25
314	0	311206	271	0.224779	bm25
314	0	3410206	272	0.224754	bm25
314	0	44172	273	0.22473	bm25
314	0	3215708	274	0.224724	bm25
314	0	3321	275	0.224705	bm25
314	0	0609890064	276	0.224698	bm25
314	0	347383	277	0.224675	bm25
314	0	3415937	278	0.224663	bm25
314	0	0412900081	279	0.224628	bm25
314	0	3315198	280	0.224625	bm25
314	0	0529890014	281	0.224621	bm25
314	0	9900206	282	0.22462	bm25
314	0	227944	283	0.224619	bm25
314	0	0816900029	284	0.224588	bm25
314	0	3316558	285	0.224569	bm25
314	0	341	286	0.224568	bm25
314	0	322403	287	0.224568	bm25
314	0	32931	288	0.224544	bm25
314	0	0406890084	289	0.224539	bm25
314	0	326320	290	0.224511	bm25
314	0	224453	291	0.224511	bm25
314	0	3214772	292	0.2245	bm25
314	0	3417105	293	0.224492	bm25
314	0	226680	294	0.224469	bm25
314	0	0608890033	295	0.224468	bm25
314	0	0119890027	296	0.224447	bm25
314	0	0413900190	297	0.224439	bm25
314	0	3411710	298	0.22443	bm25
314	0	0914890033	299	0.224429	bm25
314	0	219676	300	0.224425	bm25
314	0	940930200038	301	0.224404	bm25
314	0	3417230	302	0.224396	bm25
314	0	332560	303	0.224393	bm25
314	0	63683	304	0.224372	bm25
314	0	0615890029	305	0.22437	bm25
314	0	338731	306	0.224366	bm25
314	0	3216972	307	0.224358	bm25
314	0	0413890022	308	0.224338	bm25
314	0	940525100068	309	0.224332	bm25
314	0	314000	310	0.22432	bm25
314	0	0927900155	311	0.224295	bm25
314	0	2870	312	0.224295	bm25
314	0	5900233	313	0.22429	bm25
314	0	940525100088	314	0.224288	bm25
314	0	940525100072	315	0.224233	bm25
314	0	238438	316	0.224218	bm25
314	0	942100011	317	0.224218	bm25
314	0	1227900048	318	0.224211	bm25
314	0	940328000040	319	0.224211	bm25
314	0	57254	320	0.22421	bm25
314	0	0720900104	321	0.224198	bm25
314	0	0216890017	322	0.224197	bm25
314	0	2415679	323	0.224193	bm25
314	0	1008890074	324	0.22419	bm25
314	0	242405	325	0.224188	bm25
314	0	2310261	326	0.224182	bm25
314	0	242569	327	0.224181	bm25
314	0	337522	328	0.22418	bm25
314	0	0318900081	329	0.224177	bm25
314	0	940610100085	330	0.224175	bm25
314	0	940525100084	331	0.22417	bm25
314	0	0628900121	332	0.224169	bm25
314	0	946200005	333	0.224164	bm25
314	0	236763	334	0.224162	bm25
314	0	946000135	335	0.224162	bm25
314	0	941205000	336	0.22416	bm25
314	0	0409890187	337	0.224154	bm25
314	0	225643	338	0.224154	bm25
314	0	3414575	339	0.224146	bm25
314	0	3348	340	0.224137	bm25
314	0	66303	341	0.224131	bm25
314	0	233454	342	0.224127	bm25
314	0	940119200124	343	0.224127	bm25
314	0	36307	344	0.224126	bm25
314	0	940913200005	345	0.224125	bm25
314	0	418427	346	0.224122	bm25
314	0	413595	347	0.224118	bm25
314	0	941025100003	348	0.224118	bm25
314	0	940610100055	349	0.224115	bm25
314	0	3213312	350	0.224113	bm25
314	0	2948	351	0.224106	bm25
314	0	2900232	352	0.224104	bm25
314	0	0812900140	353	0.224101	bm25
314	0	941206000051	354	0.224101	bm25
314	0	940525100046	355	0.2241	bm25
314	0	3016	356	0.224095	bm25
314	0	3110759	357	0.224095	bm25
314	0	3114843	358	0.224089	bm25
314	0	940912100002	359	0.224088	bm25
314	0	3242	360	0.224088	bm25
314	0	4121	361	0.224086	bm25
314	0	0426900003	362	0.22408	bm25
314	0	215922	363	0.224079	bm25
314	0	24672	364	0.224079	bm25
314	0	940525100083	365	0.224078	bm25
314	0	3116109	366	0.224075	bm25
314	0	941004100060	367	0.224072	bm25
314	0	32471	368	0.224067	bm25
314	0	0608890030	369	0.224066	bm25
314	0	0729890029	370	0.224064	bm25
314	0	2414997	371	0.224062	bm25
314	0	115271	372	0.224055	bm25
314	0	0211890086	373	0.224053	bm25
314	0	940525100070	374	0.224051	bm25
314	0	940525100086	375	0.22405	bm25
314	0	940525100085	376	0.224049	bm25
314	0	940602100127	377	0.224047	bm25
314	0	223641	378	0.224046	bm25
314	0	39741	379	0.224043	bm25
314	0	323860	380	0.224042	bm25
314	0	940525100067	381	0.224041	bm25
314	0	2900028	382	0.22404	bm25
314	0	33365	383	0.224038	bm25
314	0	315433	384	0.224038	bm25
314	0	2213628	385	0.224038	bm25
314	0	1021900206	386	0.224036	bm25
314	0	328813	387	0.224035	bm25
314	0	1226890134	388	0.224034	bm25
314	0	25475	389	0.224032	bm25
314	0	3113594	390	0.22403	bm25
314	0	940525100069	391	0.224027	bm25
314	0	0923900009	392	0.224026	bm25
314	0	940525100051	393	0.224025	bm25
314	0	0816900025	394	0.224022	bm25
314	0	49351	395	0.224019	bm25
314	0	0727890156	396	0.224018	bm25
314	0	2900057	397	0.224017	bm25
314	0	24738	398	0.224012	bm25
314	0	2212410	399	0.224009	bm25
314	0	0614900215	400	0.224008	bm25
314	0	0223890082	401	0.224008	bm25
314	0	319735	402	0.224008	bm25
314	0	1105890048	403	0.224006	bm25
314	0	23246	404	0.224004	bm25
314	0	0624900127	405	0.224003	bm25
314	0	2494	406	0.224003	bm25
314	0	24462	407	0.224001	bm25
314	0	0913900122	408	0.224	bm25
314	0	941205000115	409	0.223999	bm25
314	0	941028200008	410	0.223999	bm25
314	0	27112	411	0.223998	bm25
314	0	26753	412	0.223998	bm25
314	0	0709890085	413	0.223993	bm25
314	0	0820890038	414	0.223992	bm25
314	0	3395	415	0.223992	bm25
314	0	0409890063	416	0.22399	bm25
314	0	214963	417	0.22399	bm25
314	0	0112890149	418	0.223989	bm25
314	0	3312444	419	0.223989	bm25
314	0	940325100083	420	0.223987	bm25
314	0	315963	421	0.223985	bm25
314	0	940627000101	422	0.223985	bm25
314	0	18375	423	0.223984	bm25
314	0	0210900114	424	0.223982	bm25
314	0	940428100026	425	0.223981	bm25
314	0	3313874	426	0.223977	bm25
314	0	946200006	427	0.223977	bm25
314	0	940525100066	428	0.223977	bm25
314	0	941206000049	429	0.223976	bm25
314	0	0315900014	430	0.223973	bm25
314	0	337853	431	0.223973	bm25
314	0	17296	432	0.223972	bm25
314	0	3461	433	0.223971	bm25
314	0	33485	434	0.22397	bm25
314	0	941200014	435	0.223967	bm25
314	0	0216890022	436	0.223966	bm25
314	0	941025100002	437	0.223966	bm25
314	0	940825000006	438	0.223966	bm25
314	0	940602100126	439	0.223966	bm25
314	0	940825000009	440	0.223964	bm25
314	0	46421	441	0.223964	bm25
314	0	940325100061	442	0.223963	bm25
314	0	941025100005	443	0.223962	bm25
314	0	940325100110	444	0.223958	bm25
314	0	2699	445	0.223955	bm25
314	0	2616	446	0.223954	bm25
314	0	61521	447	0.223954	bm25
314	0	3112249	448	0.223953	bm25
314	0	2350	449	0.223949	bm25
314	0	1853	450	0.223949	bm25
314	0	4862	451	0.223947	bm25
314	0	0503900216	452	0.223946	bm25
314	0	23966	453	0.223944	bm25
314	0	67399	454	0.223943	bm25
314	0	3212004	455	0.22394	bm25
314	0	3036	456	0.22394	bm25
314	0	940825000012	457	0.223938	bm25
314	0	940104000035	458	0.223938	bm25
314	0	228449	459	0.223937	bm25
314	0	3506	460	0.22392	bm25
314	0	0621900031	461	0.223916	bm25
314	0	941025100008	462	0.223911	bm25
314	0	3216971	463	0.22391	bm25
314	0	0909900241	464	0.223908	bm25
314	0	312591	465	0.223907	bm25
314	0	0105890061	466	0.2239	bm25
314	0	1202890129	467	0.223893	bm25
314	0	51352	468	0.223893	bm25
314	0	46731	469	0.223888	bm25
314	0	25844	470	0.223887	bm25
314	0	941025100009	471	0.223886	bm25
314	0	940505100292	472	0.223884	bm25
314	0	45744	473	0.223882	bm25
314	0	0916900144	474	0.223881	bm25
314	0	410322	475	0.22388	bm25
314	0	0315890043	476	0.223879	bm25
314	0	211930	477	0.223878	bm25
314	0	2413269	478	0.22387	bm25
314	0	26734	479	0.223867	bm25
314	0	0222900022	480	0.223866	bm25
314	0	1109890241	481	0.223865	bm25
314	0	336375	482	0.223863	bm25
314	0	0407890112	483	0.223856	bm25
314	0	243893	484	0.223856	bm25
314	0	228452	485	0.223849	bm25
314	0	2415556	486	0.223838	bm25
314	0	940200082	487	0.223837	bm25
314	0	4430	488	0.223834	bm25
314	0	213627	489	0.223833	bm25
314	0	44728	490	0.223825	bm25
314	0	1007900252	491	0.223822	bm25
314	0	0614900027	492	0.223821	bm25
314	0	47529	493	0.223818	bm25
314	0	0305890251	494	0.223816	bm25
314	0	941004100063	495	0.223798	bm25
314	0	940920100054	496	0.223797	bm25
314	0	3413163	497	0.223789	bm25
314	0	44669	498	0.223785	bm25
314	0	61501	499	0.22377	bm25
314	0	22220	500	0.223766	bm25
314	0	0812890125	501	0.223754	bm25
314	0	940810000007	502	0.223748	bm25
314	0	15025	503	0.223748	bm25
314	0	940825000008	504	0.223738	bm25
314	0	1130890112	505	0.223732	bm25
314	0	0614900026	506	0.223732	bm25
314	0	0203900025	507	0.223724	bm25
314	0	946200008	508	0.223723	bm25
314	0	231062	509	0.223722	bm25
314	0	0531900024	510	0.223718	bm25
314	0	3115445	511	0.223714	bm25
314	0	2412958	512	0.223714	bm25
314	0	0118900023	513	0.223711	bm25
314	0	2478	514	0.22371	bm25
314	0	0325900139	515	0.223706	bm25
314	0	45847	516	0.223693	bm25
314	0	0302890077	517	0.223687	bm25
314	0	940228000002	518	0.223673	bm25
314	0	0409890084	519	0.223672	bm25
314	0	2400	520	0.223672	bm25
314	0	27011	521	0.223671	bm25
314	0	940224100002	522	0.223659	bm25
314	0	24	523	0.223659	bm25
314	0	3115420	524	0.223653	bm25
314	0	0123890079	525	0.22365	bm25
314	0	0301900008	526	0.223646	bm25
314	0	123	527	0.223638	bm25
314	0	3116073	528	0.223638	bm25
314	0	59754	529	0.223638	bm25
314	0	238982	530	0.223634	bm25
314	0	946000145	531	0.223633	bm25
314	0	940302000003	532	0.223619	bm25
314	0	0902900158	533	0.22361	bm25
314	0	0426900180	534	0.223609	bm25
314	0	329178	535	0.223606	bm25
314	0	1020900118	536	0.223603	bm25
314	0	23965	537	0.223587	bm25
314	0	1018900019	538	0.223584	bm25
314	0	941212100064	539	0.223584	bm25
314	0	940328000036	540	0.22358	bm25
314	0	33338	541	0.223574	bm25
314	0	2413267	542	0.223571	bm25
314	0	0921890	543	0.223549	bm25
314	0	940318200185	544	0.223542	bm25
314	0	0044	545	0.223537	bm25
314	0	940525100054	546	0.223535	bm25
314	0	49615	547	0.223527	bm25
314	0	416158	548	0.223514	bm25
314	0	45660	549	0.223513	bm25
314	0	0823900082	550	0.223497	bm25
314	0	59858	551	0.223466	bm25
314	0	324131	552	0.22346	bm25
314	0	22894	553	0.223455	bm25
314	0	2289	554	0.22345	bm25
314	0	1943	555	0.223446	bm25
314	0	112370	556	0.223445	bm25
314	0	348919	557	0.223429	bm25
314	0	0900043	558	0.223426	bm25
314	0	62808	559	0.223425	bm25
314	0	940620000002	560	0.223416	bm25
314	0	2214982	561	0.223387	bm25
314	0	245215	562	0.223386	bm25
314	0	11607	563	0.223386	bm25
314	0	3312971	564	0.223384	bm25
314	0	2411948	565	0.223381	bm25
314	0	112373	566	0.223378	bm25
314	0	940000299	567	0.22335	bm25
314	0	942200084	568	0.223349	bm25
314	0	0308900002	569	0.223347	bm25
314	0	25603	570	0.223299	bm25
314	0	26068	571	0.223281	bm25
314	0	940525100049	572	0.22328	bm25
314	0	237919	573	0.223276	bm25
314	0	1028900129	574	0.223256	bm25
314	0	1020890106	575	0.223249	bm25
314	0	1228890041	576	0.223239	bm25
314	0	46675	577	0.223218	bm25
314	0	940505100318	578	0.223197	bm25
314	0	0906900	579	0.223162	bm25
314	0	210070	580	0.223127	bm25
314	0	940513100006	581	0.223117	bm25
314	0	6625	582	0.223053	bm25
314	0	217259	583	0.223044	bm25
314	0	1028890068	584	0.223011	bm25
314	0	26942	585	0.222983	bm25
314	0	2311592	586	0.222971	bm25
314	0	2210348	587	0.222958	bm25
314	0	216098	588	0.22294	bm25
314	0	0510900023	589	0.222895	bm25
314	0	0409890133	590	0.222859	bm25
314	0	0325890011	591	0.222857	bm25
314	0	22330	592	0.222853	bm25
314	0	0724890042	593	0.222851	bm25
314	0	1231900041	594	0.222847	bm25
314	0	25342	595	0.222843	bm25
314	0	61207	596	0.222842	bm25
314	0	0910890209	597	0.222824	bm25
314	0	944200097	598	0.222806	bm25
314	0	0524900075	599	0.222804	bm25
314	0	50185	600	0.222804	bm25
314	0	940104200003	601	0.22279	bm25
314	0	331260	602	0.222786	bm25
314	0	3576	603	0.222761	bm25
314	0	35744	604	0.222746	bm25
314	0	940118000026	605	0.222728	bm25
314	0	2900231	606	0.222727	bm25
314	0	416093	607	0.222698	bm25
314	0	2775	608	0.222696	bm25
314	0	44996	609	0.222678	bm25
314	0	0524900070	610	0.222666	bm25
314	0	2014	611	0.222651	bm25
314	0	116799	612	0.222645	bm25
314	0	940930200141	613	0.222635	bm25
314	0	1670	614	0.222625	bm25
314	0	940627000131	615	0.222584	bm25
314	0	3210628	616	0.222576	bm25
314	0	0615900179	617	0.22256	bm25
314	0	63020	618	0.222548	bm25
314	0	318308	619	0.222521	bm25
314	0	0320890004	620	0.22252	bm25
314	0	60060	621	0.22252	bm25
314	0	940810000009	622	0.222519	bm25
314	0	44656	623	0.222518	bm25
314	0	0211890014	624	0.22251	bm25
314	0	940203100035	625	0.222498	bm25
314	0	1216900078	626	0.222496	bm25
314	0	3966	627	0.222486	bm25
314	0	27268	628	0.222457	bm25
314	0	210469	629	0.222436	bm25
314	0	47581	630	0.222395	bm25
314	0	0208890079	631	0.222375	bm25
314	0	35475	632	0.222326	bm25
314	0	411924	633	0.222303	bm25
314	0	49411	634	0.222274	bm25
314	0	23154	635	0.222245	bm25
314	0	37069	636	0.222228	bm25
314	0	940812000008	637	0.222228	bm25
314	0	2410785	638	0.222208	bm25
314	0	50434	639	0.222184	bm25
314	0	940926000057	640	0.222173	bm25
314	0	940302000024	641	0.22216	bm25
314	0	0723890158	642	0.222157	bm25
314	0	327528	643	0.222153	bm25
314	0	13349	644	0.222147	bm25
314	0	0926900117	645	0.222135	bm25
314	0	416159	646	0.22213	bm25
314	0	49697	647	0.222075	bm25
314	0	319491	648	0.222045	bm25
314	0	941017200012	649	0.222018	bm25
314	0	43885	650	0.222	bm25
314	0	941102000063	651	0.221976	bm25
314	0	112338	652	0.221954	bm25
314	0	941128200005	653	0.221924	bm25
314	0	940610200101	654	0.221911	bm25
314	0	20363	655	0.221905	bm25
314	0	0906900139	656	0.221897	bm25
314	0	319457	657	0.221826	bm25
314	0	940505100267	658	0.221824	bm25
314	0	44402	659	0.221767	bm25
314	0	0201900029	660	0.221754	bm25
314	0	0900121	661	0.22173	bm25
314	0	45133	662	0.221726	bm25
314	0	310133	663	0.221695	bm25
314	0	9900076	664	0.221665	bm25
314	0	0622890203	665	0.221597	bm25
314	0	1021890059	666	0.221596	bm25
314	0	55301	667	0.221536	bm25
314	0	941026000035	668	0.221521	bm25
314	0	0309890169	669	0.221485	bm25
314	0	4217	670	0.221428	bm25
314	0	3311069	671	0.221404	bm25
314	0	0907890208	672	0.221403	bm25
314	0	114392	673	0.221387	bm25
314	0	940526000023	674	0.221384	bm25
314	0	222244	675	0.221336	bm25
314	0	1104900250	676	0.221329	bm25
314	0	0914890030	677	0.221264	bm25
314	0	47	678	0.221232	bm25
314	0	3211839	679	0.221201	bm25
314	0	11805	680	0.221193	bm25
314	0	0116	681	0.221191	bm25
314	0	0122890194	682	0.221172	bm25
314	0	20421	683	0.22	bm25
314	0	3866	684	0.221104	bm25
314	0	940202100040	685	0.221002	bm25
314	0	940314100018	686	0.220995	bm25
314	0	0517900073	687	0.220953	bm25
314	0	940317000012	688	0.220933	bm25
314	0	0914890029	689	0.220923	bm25
314	0	217742	690	0.220905	bm25
314	0	2212417	691	0.220904	bm25
314	0	335298	692	0.22087	bm25
314	0	940812000002	693	0.220859	bm25
314	0	44492	694	0.22083	bm25
314	0	24191	695	0.220816	bm25
314	0	941130100002	696	0.220756	bm25
314	0	1129900023	697	0.22068	bm25
314	0	226108	698	0.220661	bm25
314	0	0517900066	699	0.220599	bm25
314	0	22502	700	0.22057	bm25
314	0	2311248	701	0.220539	bm25
314	0	27626	702	0.22048	bm25
314	0	27225	703	0.220466	bm25
314	0	25039	704	0.220442	bm25
314	0	0420890004	705	0.220424	bm25
314	0	1008890037	706	0.220259	bm25
314	0	12555	707	0.220206	bm25
314	0	339896	708	0.220165	bm25
314	0	0323900058	709	0.220068	bm25
314	0	233219	710	0.219987	bm25
314	0	940328000023	711	0.219769	bm25
314	0	1203890072	712	0.219755	bm25
314	0	940525100050	713	0.21973	bm25
314	0	0907890020	714	0.21971	bm25
314	0	2115412	715	0.219638	bm25
314	0	940817000003	716	0.219531	bm25
314	0	0721890041	717	0.219501	bm25
314	0	940202100036	718	0.219474	bm25
314	0	0706900019	719	0.219366	bm25
314	0	1019890043	720	0.219354	bm25
314	0	0903890059	721	0.21931	bm25
314	0	26236	722	0.219145	bm25
314	0	940404100013	723	0.219138	bm25
314	0	940505100401	724	0.219074	bm25
314	0	237627	725	0.219028	bm25
314	0	0316890016	726	0.218962	bm25
314	0	35570	727	0.218945	bm25
314	0	940616000016	728	0.218921	bm25
314	0	68291	729	0.218913	bm25
314	0	412760	730	0.218906	bm25
314	0	217389	731	0.218842	bm25
314	0	2956	732	0.218839	bm25
314	0	2112844	733	0.218763	bm25
314	0	940627100015	734	0.218658	bm25
314	0	5900180	735	0.218546	bm25
314	0	33449	736	0.218361	bm25
314	0	944100023	737	0.21826	bm25
314	0	0503900019	738	0.218251	bm25
314	0	6890048	739	0.21806	bm25
314	0	0429900024	740	0.217826	bm25
314	0	0531900086	741	0.217719	bm25
314	0	47126	742	0.217582	bm25
314	0	1214890268	743	0.217547	bm25
314	0	310915	744	0.217539	bm25
314	0	940324200051	745	0.217511	bm25
314	0	2312708	746	0.217351	bm25
314	0	249966	747	0.217293	bm25
314	0	0506900015	748	0.217286	bm25
314	0	0104900049	749	0.217118	bm25
314	0	0707900145	750	0.217106	bm25
314	0	940405200003	751	0.217062	bm25
314	0	1102890042	752	0.217015	bm25
314	0	0224890041	753	0.216953	bm25
314	0	47389	754	0.216892	bm25
314	0	29330	755	0.216864	bm25
314	0	940913000028	756	0.216718	bm25
314	0	4233	757	0.216709	bm25
314	0	36305	758	0.216637	bm25
314	0	9779	759	0.216608	bm25
314	0	940104000036	760	0.216519	bm25
314	0	6890123	761	0.216478	bm25
314	0	940526000018	762	0.216475	bm25
314	0	410321	763	0.216428	bm25
314	0	44675	764	0.216345	bm25
314	0	36304	765	0.216159	bm25
314	0	0900006	766	0.216009	bm25
314	0	68749	767	0.216006	bm25
314	0	1107890054	768	0.215703	bm25
314	0	49945	769	0.215597	bm25
314	0	0402900036	770	0.215032	bm25
314	0	941102100047	771	0.214801	bm25
314	0	23969	772	0.214651	bm25
314	0	941026000034	773	0.214642	bm25
314	0	225745	774	0.214627	bm25
314	0	0214890018	775	0.214364	bm25
314	0	1217890152	776	0.214329	bm25
314	0	0040	777	0.214028	bm25
314	0	0531900196	778	0.213978	bm25
314	0	44994	779	0.213961	bm25
314	0	0402890109	780	0.213928	bm25
314	0	3214405	781	0.213722	bm25
314	0	941206000050	782	0.213681	bm25
314	0	27613	783	0.213374	bm25
314	0	0823900073	784	0.213346	bm25
314	0	329255	785	0.213277	bm25
314	0	0928890	786	0.213252	bm25
314	0	1216890043	787	0.213017	bm25
314	0	23838	788	0.212886	bm25
314	0	0222900023	789	0.212676	bm25
314	0	24260	790	0.212533	bm25
314	0	0927900015	791	0.21242	bm25
314	0	0622890034	792	0.21239	bm25
314	0	217600	793	0.212379	bm25
314	0	940524100002	794	0.212334	bm25
314	0	0817900053	795	0.21221	bm25
314	0	2569	796	0.212012	bm25
314	0	1231890073	797	0.211941	bm25
314	0	68834	798	0.211789	bm25
314	0	40758	799	0.211722	bm25
314	0	1213900201	800	0.211632	bm25
314	0	1108900128	801	0.2115	bm25
314	0	317780	802	0.211245	bm25
314	0	23245	803	0.211043	bm25
314	0	0511900194	804	0.211031	bm25
314	0	235860	805	0.210984	bm25
314	0	941102000058	806	0.210936	bm25
314	0	6119	807	0.210831	bm25
314	0	940303200008	808	0.210773	bm25
314	0	26934	809	0.210703	bm25
314	0	9900151	810	0.210592	bm25
314	0	2213688	811	0.210364	bm25
314	0	44858	812	0.210311	bm25
314	0	41754	813	0.210065	bm25
314	0	0325900062	814	0.209762	bm25
314	0	247883	815	0.209612	bm25
314	0	45832	816	0.209521	bm25
314	0	47187	817	0.209474	bm25
314	0	4900026	818	0.209356	bm25
314	0	42816	819	0.209301	bm25
314	0	50877	820	0.20921	bm25
314	0	1101900136	821	0.209026	bm25
314	0	1216900172	822	0.208949	bm25
314	0	1201890081	823	0.208942	bm25
314	0	941216100124	824	0.208927	bm25
314	0	242834	825	0.208651	bm25
314	0	0927900154	826	0.208442	bm25
314	0	22648	827	0.208403	bm25
314	0	3410133	828	0.208378	bm25
314	0	940126200042	829	0.208289	bm25
314	0	3411539	830	0.207704	bm25
314	0	344194	831	0.207382	bm25
314	0	890013	832	0.207349	bm25
314	0	48778	833	0.207235	bm25
314	0	44537	834	0.247	bm25
314	0	233611	835	0.206931	bm25
314	0	2900122	836	0.206904	bm25
314	0	940527000168	837	0.2069	bm25
314	0	0504890208	838	0.206793	bm25
314	0	221122	839	0.206786	bm25
314	0	940128100106	840	0.205835	bm25
314	0	941212100002	841	0.205795	bm25
314	0	48950	842	0.205684	bm25
314	0	2410949	843	0.205161	bm25
314	0	941222100038	844	0.205136	bm25
314	0	0729900199	845	0.204913	bm25
314	0	940525100087	846	0.204435	bm25
314	0	941104200072	847	0.204248	bm25
314	0	41740	848	0.202982	bm25
314	0	0412900014	849	0.202904	bm25
314	0	0505890156	850	0.202421	bm25
314	0	33661	851	0.202342	bm25
314	0	3112924	852	0.201864	bm25
314	0	0517900069	853	0.201708	bm25
314	0	1024900076	854	0.201091	bm25
314	0	940928100043	855	0.199762	bm25
314	0	940721200042	856	0.199361	bm25
314	0	0208900081	857	0.199058	bm25
314	0	26337	858	0.198918	bm25
314	0	940512000006	859	0.198537	bm25
314	0	328083	860	0.197838	bm25
314	0	46547	861	0.196463	bm25
314	0	0325890006	862	0.196399	bm25
314	0	44334	863	0.196093	bm25
314	0	0423890079	864	0.195974	bm25
314	0	0507890140	865	0.195517	bm25
314	0	50065	866	0.195394	bm25
314	0	0901890075	867	0.194608	bm25
314	0	943000005	868	0.194282	bm25
314	0	3416453	869	0.194177	bm25
314	0	1013890160	870	0.193874	bm25
314	0	2410776	871	0.193746	bm25
314	0	941006200008	872	0.193146	bm25
314	0	42855	873	0.193146	bm25
314	0	335146	874	0.192604	bm25
314	0	940819100044	875	0.19245	bm25
314	0	59292	876	0.191804	bm25
314	0	1227890007	877	0.190902	bm25
314	0	3410	878	0.190513	bm25
314	0	26392	879	0.190427	bm25
314	0	23750	880	0.189842	bm25
314	0	316375	881	0.189197	bm25
314	0	940622200042	882	0.188456	bm25
314	0	22747	883	0.188394	bm25
314	0	24261	884	0.188294	bm25
314	0	32583	885	0.188153	bm25
314	0	44629	886	0.188065	bm25
314	0	0523890097	887	0.186419	bm25
314	0	3931	888	0.186096	bm25
314	0	21372	889	0.186002	bm25
314	0	215306	890	0.18535	bm25
314	0	215790	891	0.182599	bm25
314	0	0205890120	892	0.182261	bm25
314	0	39200	893	0.181309	bm25
314	0	44822	894	0.180691	bm25
314	0	940913000020	895	0.180292	bm25
314	0	940812000012	896	0.18024	bm25
314	0	0402900097	897	0.180121	bm25
314	0	32205	898	0.180065	bm25
314	0	940304000084	899	0.179695	bm25
314	0	21912	900	0.179447	bm25
314	0	940525100073	901	0.179347	bm25
314	0	1231890048	902	0.179199	bm25
314	0	0728900009	903	0.179109	bm25
314	0	5900042	904	0.179057	bm25
314	0	66161	905	0.178507	bm25
314	0	53928	906	0.178037	bm25
314	0	3786	907	0.176883	bm25
314	0	2110203	908	0.176674	bm25
314	0	3307	909	0.176327	bm25
314	0	0829900117	910	0.176273	bm25
314	0	11060	911	0.176231	bm25
314	0	24248	912	0.174792	bm25
314	0	26369	913	0.174602	bm25
314	0	0603900216	914	0.174582	bm25
314	0	0329900034	915	0.174212	bm25
314	0	246550	916	0.173207	bm25
314	0	314392	917	0.172895	bm25
314	0	33652	918	0.172258	bm25
314	0	32975	919	0.171484	bm25
314	0	2291	920	0.170362	bm25
314	0	0323900	921	0.168055	bm25
314	0	3214618	922	0.1668	bm25
314	0	3453	923	0.166763	bm25
314	0	3110421	924	0.165124	bm25
